PCM_Identifiers,entani論文のPerfectIncorporation,解の非唯一性考慮のPerfectIncorporation,ダミー,,,,,
"Any[""Trial-769_PCM-1"", ""Trial-769_PCM-2"", ""Trial-769_PCM-3""]",17.53248148,17.53248148,17.53248185,,,,,
"Any[""Trial-770_PCM-1"", ""Trial-770_PCM-2"", ""Trial-770_PCM-3""]",17.88654453,17.394689,17.394689,,,,,
"Any[""Trial-771_PCM-1"", ""Trial-771_PCM-2"", ""Trial-771_PCM-3""]",15.93901715,14.39706918,14.39706918,,,,,
"Any[""Trial-772_PCM-1"", ""Trial-772_PCM-2"", ""Trial-772_PCM-3""]",14.18860141,12.32355883,12.32355883,,,,,
"Any[""Trial-773_PCM-1"", ""Trial-773_PCM-2"", ""Trial-773_PCM-3""]",14.38466962,12.9736354,12.9736354,,,,,
"Any[""Trial-774_PCM-1"", ""Trial-774_PCM-2"", ""Trial-774_PCM-3""]",13.79994859,13.79994859,14.35255047,,,,,
"Any[""Trial-775_PCM-1"", ""Trial-775_PCM-2"", ""Trial-775_PCM-3""]",15.34878652,15.00200927,15.00200927,,,,,
"Any[""Trial-776_PCM-1"", ""Trial-776_PCM-2"", ""Trial-776_PCM-3""]",12.79964717,12.79964717,12.84384624,,,,,
"Any[""Trial-777_PCM-1"", ""Trial-777_PCM-2"", ""Trial-777_PCM-3""]",12.72222695,12.72222695,12.93849542,,,,,
"Any[""Trial-778_PCM-1"", ""Trial-778_PCM-2"", ""Trial-778_PCM-3""]",16.68521935,15.81347982,15.81347982,,,,,
"Any[""Trial-779_PCM-1"", ""Trial-779_PCM-2"", ""Trial-779_PCM-3""]",12.17808919,12.17808919,13.17593184,,,,,
"Any[""Trial-780_PCM-1"", ""Trial-780_PCM-2"", ""Trial-780_PCM-3""]",14.87859352,14.85601754,14.85601754,,,,,
"Any[""Trial-781_PCM-1"", ""Trial-781_PCM-2"", ""Trial-781_PCM-3""]",15.53540168,14.51782376,14.51782376,,,,,
"Any[""Trial-782_PCM-1"", ""Trial-782_PCM-2"", ""Trial-782_PCM-3""]",14.68212021,14.68212021,14.68212082,,,,,
"Any[""Trial-783_PCM-1"", ""Trial-783_PCM-2"", ""Trial-783_PCM-3""]",19.96172903,19.96172903,20.57833148,,,,,
"Any[""Trial-784_PCM-1"", ""Trial-784_PCM-2"", ""Trial-784_PCM-3""]",13.63691625,13.63691625,13.63691643,,,,,
"Any[""Trial-785_PCM-1"", ""Trial-785_PCM-2"", ""Trial-785_PCM-3""]",15.36588805,14.39023102,14.39023102,,,,,
"Any[""Trial-786_PCM-1"", ""Trial-786_PCM-2"", ""Trial-786_PCM-3""]",17.38368526,17.299472,17.299472,,,,,
"Any[""Trial-787_PCM-1"", ""Trial-787_PCM-2"", ""Trial-787_PCM-3""]",11.85983686,11.85983686,12.50374772,,,,,
"Any[""Trial-788_PCM-1"", ""Trial-788_PCM-2"", ""Trial-788_PCM-3""]",11.49068704,11.49068704,14.38008812,,,,,
"Any[""Trial-789_PCM-1"", ""Trial-789_PCM-2"", ""Trial-789_PCM-3""]",9.79415609,9.79415609,10.24051814,,,,,
"Any[""Trial-790_PCM-1"", ""Trial-790_PCM-2"", ""Trial-790_PCM-3""]",16.06152661,15.61061747,15.61061747,,,,,
"Any[""Trial-791_PCM-1"", ""Trial-791_PCM-2"", ""Trial-791_PCM-3""]",14.7708778,14.7708778,18.47529404,,,,,
"Any[""Trial-792_PCM-1"", ""Trial-792_PCM-2"", ""Trial-792_PCM-3""]",16.21408972,16.21408972,16.47224313,,,,,
"Any[""Trial-793_PCM-1"", ""Trial-793_PCM-2"", ""Trial-793_PCM-3""]",13.61865619,13.61865619,13.87680692,,,,,
"Any[""Trial-794_PCM-1"", ""Trial-794_PCM-2"", ""Trial-794_PCM-3""]",19.39739697,19.39739697,22.34103949,,,,,
"Any[""Trial-795_PCM-1"", ""Trial-795_PCM-2"", ""Trial-795_PCM-3""]",10.47375095,10.47375084,10.47375084,,,,,
"Any[""Trial-796_PCM-1"", ""Trial-796_PCM-2"", ""Trial-796_PCM-3""]",14.22682905,14.22682905,14.22682918,,,,,
"Any[""Trial-797_PCM-1"", ""Trial-797_PCM-2"", ""Trial-797_PCM-3""]",11.2631301,11.2631301,13.50794147,,,,,
"Any[""Trial-798_PCM-1"", ""Trial-798_PCM-2"", ""Trial-798_PCM-3""]",15.76077402,15.76077402,17.23217034,,,,,
"Any[""Trial-799_PCM-1"", ""Trial-799_PCM-2"", ""Trial-799_PCM-3""]",17.46344075,15.44817227,15.44817227,,,,,
"Any[""Trial-800_PCM-1"", ""Trial-800_PCM-2"", ""Trial-800_PCM-3""]",10.66891258,10.66891258,10.66891275,,,,,
"Any[""Trial-801_PCM-1"", ""Trial-801_PCM-2"", ""Trial-801_PCM-3""]",20.03102719,20.03102719,20.46388247,,,,,
"Any[""Trial-802_PCM-1"", ""Trial-802_PCM-2"", ""Trial-802_PCM-3""]",15.84324406,15.56727919,15.56727919,,,,,
"Any[""Trial-803_PCM-1"", ""Trial-803_PCM-2"", ""Trial-803_PCM-3""]",17.55998275,16.45555463,16.45555463,,,,,
"Any[""Trial-804_PCM-1"", ""Trial-804_PCM-2"", ""Trial-804_PCM-3""]",16.24728298,14.95568261,14.95568261,,,,,
"Any[""Trial-805_PCM-1"", ""Trial-805_PCM-2"", ""Trial-805_PCM-3""]",13.93694924,13.43841228,13.43841228,,,,,
"Any[""Trial-806_PCM-1"", ""Trial-806_PCM-2"", ""Trial-806_PCM-3""]",11.0903537,10.86407264,10.86407264,,,,,
"Any[""Trial-807_PCM-1"", ""Trial-807_PCM-2"", ""Trial-807_PCM-3""]",15.37212168,15.37212168,17.61057587,,,,,
"Any[""Trial-808_PCM-1"", ""Trial-808_PCM-2"", ""Trial-808_PCM-3""]",10.8526586,10.40526554,10.40526554,,,,,
"Any[""Trial-809_PCM-1"", ""Trial-809_PCM-2"", ""Trial-809_PCM-3""]",16.86416416,16.37737784,16.37737784,,,,,
"Any[""Trial-810_PCM-1"", ""Trial-810_PCM-2"", ""Trial-810_PCM-3""]",13.18334639,13.18334639,14.71321038,,,,,
"Any[""Trial-811_PCM-1"", ""Trial-811_PCM-2"", ""Trial-811_PCM-3""]",13.67385095,12.90586046,12.90586046,,,,,
"Any[""Trial-812_PCM-1"", ""Trial-812_PCM-2"", ""Trial-812_PCM-3""]",12.98818524,12.98818524,13.56651057,,,,,
"Any[""Trial-813_PCM-1"", ""Trial-813_PCM-2"", ""Trial-813_PCM-3""]",14.42655914,13.4219901,13.4219901,,,,,
"Any[""Trial-814_PCM-1"", ""Trial-814_PCM-2"", ""Trial-814_PCM-3""]",9.939626279,9.939626279,10.30351326,,,,,
"Any[""Trial-815_PCM-1"", ""Trial-815_PCM-2"", ""Trial-815_PCM-3""]",16.29490105,16.29490105,17.31182358,,,,,
"Any[""Trial-816_PCM-1"", ""Trial-816_PCM-2"", ""Trial-816_PCM-3""]",10.78697485,10.78697485,11.28762282,,,,,
"Any[""Trial-817_PCM-1"", ""Trial-817_PCM-2"", ""Trial-817_PCM-3""]",16.9114881,15.541394,15.541394,,,,,
"Any[""Trial-818_PCM-1"", ""Trial-818_PCM-2"", ""Trial-818_PCM-3""]",13.11583767,12.59953293,12.59953293,,,,,
"Any[""Trial-819_PCM-1"", ""Trial-819_PCM-2"", ""Trial-819_PCM-3""]",9.681470355,9.681470355,9.784482183,,,,,
"Any[""Trial-820_PCM-1"", ""Trial-820_PCM-2"", ""Trial-820_PCM-3""]",14.75551471,13.86294278,13.86294278,,,,,
"Any[""Trial-821_PCM-1"", ""Trial-821_PCM-2"", ""Trial-821_PCM-3""]",17.10666186,16.85545644,16.85545644,,,,,
"Any[""Trial-822_PCM-1"", ""Trial-822_PCM-2"", ""Trial-822_PCM-3""]",13.26753352,12.5491126,12.5491126,,,,,
"Any[""Trial-823_PCM-1"", ""Trial-823_PCM-2"", ""Trial-823_PCM-3""]",12.94082681,12.45998223,12.45998223,,,,,
"Any[""Trial-824_PCM-1"", ""Trial-824_PCM-2"", ""Trial-824_PCM-3""]",15.78917147,14.74588409,14.74588409,,,,,
"Any[""Trial-825_PCM-1"", ""Trial-825_PCM-2"", ""Trial-825_PCM-3""]",15.12632883,14.33407525,14.33407525,,,,,
"Any[""Trial-826_PCM-1"", ""Trial-826_PCM-2"", ""Trial-826_PCM-3""]",11.69364068,11.69364068,13.60478566,,,,,
"Any[""Trial-827_PCM-1"", ""Trial-827_PCM-2"", ""Trial-827_PCM-3""]",15.90623602,15.90623602,16.24497103,,,,,
"Any[""Trial-828_PCM-1"", ""Trial-828_PCM-2"", ""Trial-828_PCM-3""]",14.79134036,14.33407538,14.33407538,,,,,
"Any[""Trial-829_PCM-1"", ""Trial-829_PCM-2"", ""Trial-829_PCM-3""]",16.60365757,16.60365757,17.81646142,,,,,
"Any[""Trial-830_PCM-1"", ""Trial-830_PCM-2"", ""Trial-830_PCM-3""]",12.97036682,10.28767168,10.28767168,,,,,
"Any[""Trial-831_PCM-1"", ""Trial-831_PCM-2"", ""Trial-831_PCM-3""]",14.55034116,14.04669118,14.04669118,,,,,
"Any[""Trial-832_PCM-1"", ""Trial-832_PCM-2"", ""Trial-832_PCM-3""]",18.56523148,18.56523148,19.15162757,,,,,
"Any[""Trial-833_PCM-1"", ""Trial-833_PCM-2"", ""Trial-833_PCM-3""]",15.64470519,15.64470519,16.45541462,,,,,
"Any[""Trial-834_PCM-1"", ""Trial-834_PCM-2"", ""Trial-834_PCM-3""]",11.70695644,11.70695644,15.63471766,,,,,
"Any[""Trial-835_PCM-1"", ""Trial-835_PCM-2"", ""Trial-835_PCM-3""]",16.51051628,14.98254707,14.98254707,,,,,
"Any[""Trial-836_PCM-1"", ""Trial-836_PCM-2"", ""Trial-836_PCM-3""]",14.37235274,14.37235274,14.63050724,,,,,
"Any[""Trial-837_PCM-1"", ""Trial-837_PCM-2"", ""Trial-837_PCM-3""]",15.95901704,15.95901704,16.14160446,,,,,
"Any[""Trial-838_PCM-1"", ""Trial-838_PCM-2"", ""Trial-838_PCM-3""]",13.59437517,13.08630865,13.08630865,,,,,
"Any[""Trial-839_PCM-1"", ""Trial-839_PCM-2"", ""Trial-839_PCM-3""]",9.323023354,9.323023354,9.7693869,,,,,
"Any[""Trial-840_PCM-1"", ""Trial-840_PCM-2"", ""Trial-840_PCM-3""]",11.61738732,11.61738732,11.61738753,,,,,
"Any[""Trial-841_PCM-1"", ""Trial-841_PCM-2"", ""Trial-841_PCM-3""]",14.4973616,13.62524958,13.62524958,,,,,
"Any[""Trial-842_PCM-1"", ""Trial-842_PCM-2"", ""Trial-842_PCM-3""]",11.54239202,11.54239202,12.95222137,,,,,
"Any[""Trial-843_PCM-1"", ""Trial-843_PCM-2"", ""Trial-843_PCM-3""]",16.89368506,16.89368506,19.14995755,,,,,
"Any[""Trial-844_PCM-1"", ""Trial-844_PCM-2"", ""Trial-844_PCM-3""]",11.17323908,11.17323908,11.52745221,,,,,
"Any[""Trial-845_PCM-1"", ""Trial-845_PCM-2"", ""Trial-845_PCM-3""]",13.67616746,13.67616746,16.40082886,,,,,
"Any[""Trial-846_PCM-1"", ""Trial-846_PCM-2"", ""Trial-846_PCM-3""]",14.98732759,14.98732759,18.95646183,,,,,
"Any[""Trial-847_PCM-1"", ""Trial-847_PCM-2"", ""Trial-847_PCM-3""]",12.52044947,12.52044947,13.03046027,,,,,
"Any[""Trial-848_PCM-1"", ""Trial-848_PCM-2"", ""Trial-848_PCM-3""]",14.8698659,14.8698659,15.90623813,,,,,
"Any[""Trial-849_PCM-1"", ""Trial-849_PCM-2"", ""Trial-849_PCM-3""]",12.17808467,12.17808467,13.04588978,,,,,
"Any[""Trial-850_PCM-1"", ""Trial-850_PCM-2"", ""Trial-850_PCM-3""]",18.41944372,18.41944372,18.5693804,,,,,
"Any[""Trial-851_PCM-1"", ""Trial-851_PCM-2"", ""Trial-851_PCM-3""]",15.75426414,15.31955148,15.31955148,,,,,
"Any[""Trial-852_PCM-1"", ""Trial-852_PCM-2"", ""Trial-852_PCM-3""]",17.83594874,17.83594874,18.08715253,,,,,
"Any[""Trial-853_PCM-1"", ""Trial-853_PCM-2"", ""Trial-853_PCM-3""]",11.78644525,11.78644525,12.15033253,,,,,
"Any[""Trial-854_PCM-1"", ""Trial-854_PCM-2"", ""Trial-854_PCM-3""]",12.59625261,12.59625261,13.01770368,,,,,
"Any[""Trial-855_PCM-1"", ""Trial-855_PCM-2"", ""Trial-855_PCM-3""]",14.48503346,14.47954549,14.47954549,,,,,
"Any[""Trial-856_PCM-1"", ""Trial-856_PCM-2"", ""Trial-856_PCM-3""]",14.1979517,14.1979517,16.54760605,,,,,
"Any[""Trial-857_PCM-1"", ""Trial-857_PCM-2"", ""Trial-857_PCM-3""]",10.78159638,10.78159638,11.032799,,,,,
"Any[""Trial-858_PCM-1"", ""Trial-858_PCM-2"", ""Trial-858_PCM-3""]",18.30021977,18.30021977,18.45283202,,,,,
"Any[""Trial-859_PCM-1"", ""Trial-859_PCM-2"", ""Trial-859_PCM-3""]",16.82966333,16.82966333,17.05934867,,,,,
"Any[""Trial-860_PCM-1"", ""Trial-860_PCM-2"", ""Trial-860_PCM-3""]",17.22839025,17.22839025,18.3835788,,,,,
"Any[""Trial-861_PCM-1"", ""Trial-861_PCM-2"", ""Trial-861_PCM-3""]",19.45912916,19.10194086,19.10194086,,,,,
"Any[""Trial-862_PCM-1"", ""Trial-862_PCM-2"", ""Trial-862_PCM-3""]",16.87089199,15.8494649,15.8494649,,,,,
"Any[""Trial-863_PCM-1"", ""Trial-863_PCM-2"", ""Trial-863_PCM-3""]",15.92571834,13.08156549,13.08156549,,,,,
"Any[""Trial-864_PCM-1"", ""Trial-864_PCM-2"", ""Trial-864_PCM-3""]",16.59344264,16.59344264,16.66167739,,,,,
"Any[""Trial-865_PCM-1"", ""Trial-865_PCM-2"", ""Trial-865_PCM-3""]",12.74540444,12.74540444,12.74540971,,,,,
"Any[""Trial-866_PCM-1"", ""Trial-866_PCM-2"", ""Trial-866_PCM-3""]",16.06120132,15.48247054,15.48247054,,,,,
"Any[""Trial-867_PCM-1"", ""Trial-867_PCM-2"", ""Trial-867_PCM-3""]",13.94541595,13.94541595,14.3195178,,,,,
"Any[""Trial-868_PCM-1"", ""Trial-868_PCM-2"", ""Trial-868_PCM-3""]",13.96321622,12.71221531,12.71221531,,,,,
"Any[""Trial-869_PCM-1"", ""Trial-869_PCM-2"", ""Trial-869_PCM-3""]",10.41075772,10.41075772,12.23413051,,,,,
"Any[""Trial-870_PCM-1"", ""Trial-870_PCM-2"", ""Trial-870_PCM-3""]",12.47178953,12.47178953,13.44182916,,,,,
"Any[""Trial-871_PCM-1"", ""Trial-871_PCM-2"", ""Trial-871_PCM-3""]",15.39354705,14.63516653,14.63516653,,,,,
"Any[""Trial-872_PCM-1"", ""Trial-872_PCM-2"", ""Trial-872_PCM-3""]",13.20022427,13.20022427,13.62166634,,,,,
"Any[""Trial-873_PCM-1"", ""Trial-873_PCM-2"", ""Trial-873_PCM-3""]",15.16994946,14.81753338,14.81753338,,,,,
"Any[""Trial-874_PCM-1"", ""Trial-874_PCM-2"", ""Trial-874_PCM-3""]",11.02736117,11.02736117,11.7147615,,,,,
"Any[""Trial-875_PCM-1"", ""Trial-875_PCM-2"", ""Trial-875_PCM-3""]",20.86801174,20.35038313,20.35038313,,,,,
"Any[""Trial-876_PCM-1"", ""Trial-876_PCM-2"", ""Trial-876_PCM-3""]",17.30753589,17.30753589,17.6135993,,,,,
"Any[""Trial-877_PCM-1"", ""Trial-877_PCM-2"", ""Trial-877_PCM-3""]",13.8964592,13.56835054,13.56835054,,,,,
"Any[""Trial-878_PCM-1"", ""Trial-878_PCM-2"", ""Trial-878_PCM-3""]",15.15516913,15.15516913,16.57253597,,,,,
"Any[""Trial-879_PCM-1"", ""Trial-879_PCM-2"", ""Trial-879_PCM-3""]",14.6305054,14.6305054,14.95067721,,,,,
"Any[""Trial-880_PCM-1"", ""Trial-880_PCM-2"", ""Trial-880_PCM-3""]",15.42918311,15.42918311,16.04747215,,,,,
"Any[""Trial-881_PCM-1"", ""Trial-881_PCM-2"", ""Trial-881_PCM-3""]",17.79572663,16.26377798,16.26377798,,,,,
"Any[""Trial-882_PCM-1"", ""Trial-882_PCM-2"", ""Trial-882_PCM-3""]",12.3792062,12.3792062,13.52993525,,,,,
"Any[""Trial-883_PCM-1"", ""Trial-883_PCM-2"", ""Trial-883_PCM-3""]",17.30923896,17.30923896,19.0313861,,,,,
"Any[""Trial-884_PCM-1"", ""Trial-884_PCM-2"", ""Trial-884_PCM-3""]",16.39354702,16.39354702,17.39417513,,,,,
"Any[""Trial-885_PCM-1"", ""Trial-885_PCM-2"", ""Trial-885_PCM-3""]",14.60688455,14.60688455,15.06333899,,,,,
"Any[""Trial-886_PCM-1"", ""Trial-886_PCM-2"", ""Trial-886_PCM-3""]",12.62326957,12.62326957,13.35255549,,,,,
"Any[""Trial-887_PCM-1"", ""Trial-887_PCM-2"", ""Trial-887_PCM-3""]",12.71221387,12.71221387,16.75861329,,,,,
"Any[""Trial-888_PCM-1"", ""Trial-888_PCM-2"", ""Trial-888_PCM-3""]",12.21128416,12.21128416,12.63272596,,,,,
"Any[""Trial-889_PCM-1"", ""Trial-889_PCM-2"", ""Trial-889_PCM-3""]",19.87925095,19.87925095,20.90646963,,,,,
"Any[""Trial-890_PCM-1"", ""Trial-890_PCM-2"", ""Trial-890_PCM-3""]",13.9363328,12.88442976,12.88442976,,,,,
"Any[""Trial-891_PCM-1"", ""Trial-891_PCM-2"", ""Trial-891_PCM-3""]",11.51179648,11.51179648,13.87454978,,,,,
"Any[""Trial-892_PCM-1"", ""Trial-892_PCM-2"", ""Trial-892_PCM-3""]",14.57685282,14.57685282,15.90496444,,,,,
"Any[""Trial-893_PCM-1"", ""Trial-893_PCM-2"", ""Trial-893_PCM-3""]",12.72260683,11.79011557,11.79011557,,,,,
"Any[""Trial-894_PCM-1"", ""Trial-894_PCM-2"", ""Trial-894_PCM-3""]",20.62625838,20.2051185,20.2051185,,,,,
"Any[""Trial-895_PCM-1"", ""Trial-895_PCM-2"", ""Trial-895_PCM-3""]",17.26994113,15.48480292,15.48480292,,,,,
"Any[""Trial-896_PCM-1"", ""Trial-896_PCM-2"", ""Trial-896_PCM-3""]",17.14686293,17.14686293,17.37549542,,,,,
"Any[""Trial-897_PCM-1"", ""Trial-897_PCM-2"", ""Trial-897_PCM-3""]",14.49735756,13.6768632,13.6768632,,,,,
"Any[""Trial-898_PCM-1"", ""Trial-898_PCM-2"", ""Trial-898_PCM-3""]",9.210340483,9.210340483,9.744465546,,,,,
"Any[""Trial-899_PCM-1"", ""Trial-899_PCM-2"", ""Trial-899_PCM-3""]",14.31527949,14.31527949,15.51368024,,,,,
"Any[""Trial-900_PCM-1"", ""Trial-900_PCM-2"", ""Trial-900_PCM-3""]",10.83219501,10.83219501,12.5234093,,,,,
"Any[""Trial-901_PCM-1"", ""Trial-901_PCM-2"", ""Trial-901_PCM-3""]",12.51705391,12.27082224,12.27082224,,,,,
"Any[""Trial-902_PCM-1"", ""Trial-902_PCM-2"", ""Trial-902_PCM-3""]",16.2081662,16.2081662,16.84850957,,,,,
"Any[""Trial-903_PCM-1"", ""Trial-903_PCM-2"", ""Trial-903_PCM-3""]",11.85823031,11.09035238,11.09035238,,,,,
"Any[""Trial-904_PCM-1"", ""Trial-904_PCM-2"", ""Trial-904_PCM-3""]",18.61583257,18.61583257,18.79367417,,,,,
"Any[""Trial-905_PCM-1"", ""Trial-905_PCM-2"", ""Trial-905_PCM-3""]",13.04376744,13.04376744,16.63552649,,,,,
"Any[""Trial-906_PCM-1"", ""Trial-906_PCM-2"", ""Trial-906_PCM-3""]",9.210340764,9.210340764,11.82290036,,,,,
"Any[""Trial-907_PCM-1"", ""Trial-907_PCM-2"", ""Trial-907_PCM-3""]",11.48067413,11.48067413,12.96340652,,,,,
"Any[""Trial-908_PCM-1"", ""Trial-908_PCM-2"", ""Trial-908_PCM-3""]",12.55533043,12.55533043,15.46623442,,,,,
"Any[""Trial-909_PCM-1"", ""Trial-909_PCM-2"", ""Trial-909_PCM-3""]",15.32791955,15.32791955,15.74648564,,,,,
"Any[""Trial-910_PCM-1"", ""Trial-910_PCM-2"", ""Trial-910_PCM-3""]",15.22664953,15.22664953,15.57469508,,,,,
"Any[""Trial-911_PCM-1"", ""Trial-911_PCM-2"", ""Trial-911_PCM-3""]",18.56614976,18.19439804,18.19439804,,,,,
"Any[""Trial-912_PCM-1"", ""Trial-912_PCM-2"", ""Trial-912_PCM-3""]",14.33407385,13.39181058,13.39181058,,,,,
"Any[""Trial-913_PCM-1"", ""Trial-913_PCM-2"", ""Trial-913_PCM-3""]",13.28461542,13.07554363,13.07554363,,,,,
"Any[""Trial-914_PCM-1"", ""Trial-914_PCM-2"", ""Trial-914_PCM-3""]",11.0373642,11.0373642,11.03736491,,,,,
"Any[""Trial-915_PCM-1"", ""Trial-915_PCM-2"", ""Trial-915_PCM-3""]",9.972820333,9.972820333,10.04621665,,,,,
"Any[""Trial-916_PCM-1"", ""Trial-916_PCM-2"", ""Trial-916_PCM-3""]",8.788897809,8.788897809,9.347945686,,,,,
"Any[""Trial-917_PCM-1"", ""Trial-917_PCM-2"", ""Trial-917_PCM-3""]",17.07642996,17.07642996,17.44562768,,,,,
"Any[""Trial-918_PCM-1"", ""Trial-918_PCM-2"", ""Trial-918_PCM-3""]",18.87398904,18.87398904,20.917297,,,,,
"Any[""Trial-919_PCM-1"", ""Trial-919_PCM-2"", ""Trial-919_PCM-3""]",13.70605176,13.70605176,16.17304966,,,,,
"Any[""Trial-920_PCM-1"", ""Trial-920_PCM-2"", ""Trial-920_PCM-3""]",10.33995964,10.33995964,10.3399602,,,,,
"Any[""Trial-921_PCM-1"", ""Trial-921_PCM-2"", ""Trial-921_PCM-3""]",13.55109812,13.20304992,13.20304992,,,,,
"Any[""Trial-922_PCM-1"", ""Trial-922_PCM-2"", ""Trial-922_PCM-3""]",16.37737401,16.37737401,17.10666357,,,,,
"Any[""Trial-923_PCM-1"", ""Trial-923_PCM-2"", ""Trial-923_PCM-3""]",14.1707864,14.1707864,15.06336077,,,,,
"Any[""Trial-924_PCM-1"", ""Trial-924_PCM-2"", ""Trial-924_PCM-3""]",19.28341599,18.38747518,18.38747518,,,,,
"Any[""Trial-925_PCM-1"", ""Trial-925_PCM-2"", ""Trial-925_PCM-3""]",17.30181215,16.61278412,16.61278412,,,,,
"Any[""Trial-926_PCM-1"", ""Trial-926_PCM-2"", ""Trial-926_PCM-3""]",17.05697372,17.05697372,17.45664084,,,,,
"Any[""Trial-927_PCM-1"", ""Trial-927_PCM-2"", ""Trial-927_PCM-3""]",10.31777842,10.31777842,10.31777868,,,,,
"Any[""Trial-928_PCM-1"", ""Trial-928_PCM-2"", ""Trial-928_PCM-3""]",13.5616533,12.6743265,12.6743265,,,,,
"Any[""Trial-929_PCM-1"", ""Trial-929_PCM-2"", ""Trial-929_PCM-3""]",15.76077634,15.76077634,17.95370375,,,,,
"Any[""Trial-930_PCM-1"", ""Trial-930_PCM-2"", ""Trial-930_PCM-3""]",14.17718662,14.17718662,14.60459276,,,,,
"Any[""Trial-931_PCM-1"", ""Trial-931_PCM-2"", ""Trial-931_PCM-3""]",20.40463838,20.40463838,21.73647286,,,,,
"Any[""Trial-932_PCM-1"", ""Trial-932_PCM-2"", ""Trial-932_PCM-3""]",15.95592849,15.95592849,17.34243109,,,,,
"Any[""Trial-933_PCM-1"", ""Trial-933_PCM-2"", ""Trial-933_PCM-3""]",11.09035561,11.09035529,11.09035529,,,,,
"Any[""Trial-934_PCM-1"", ""Trial-934_PCM-2"", ""Trial-934_PCM-3""]",10.47375111,10.47375111,10.72495424,,,,,
"Any[""Trial-935_PCM-1"", ""Trial-935_PCM-2"", ""Trial-935_PCM-3""]",10.83220099,10.83220099,11.56148653,,,,,
"Any[""Trial-936_PCM-1"", ""Trial-936_PCM-2"", ""Trial-936_PCM-3""]",15.37211953,15.37211953,16.47864888,,,,,
"Any[""Trial-937_PCM-1"", ""Trial-937_PCM-2"", ""Trial-937_PCM-3""]",9.763553129,9.763553129,9.979822483,,,,,
"Any[""Trial-938_PCM-1"", ""Trial-938_PCM-2"", ""Trial-938_PCM-3""]",18.22787006,18.22787006,18.27360854,,,,,
"Any[""Trial-939_PCM-1"", ""Trial-939_PCM-2"", ""Trial-939_PCM-3""]",15.7134367,15.71343646,15.71343646,,,,,
"Any[""Trial-940_PCM-1"", ""Trial-940_PCM-2"", ""Trial-940_PCM-3""]",17.33611572,16.14051162,16.14051162,,,,,
"Any[""Trial-941_PCM-1"", ""Trial-941_PCM-2"", ""Trial-941_PCM-3""]",20.641322,20.641322,21.14432755,,,,,
"Any[""Trial-942_PCM-1"", ""Trial-942_PCM-2"", ""Trial-942_PCM-3""]",15.95460714,15.37717018,15.37717018,,,,,
"Any[""Trial-943_PCM-1"", ""Trial-943_PCM-2"", ""Trial-943_PCM-3""]",15.64809102,15.64809102,15.90624306,,,,,
"Any[""Trial-944_PCM-1"", ""Trial-944_PCM-2"", ""Trial-944_PCM-3""]",18.22359288,18.1076447,18.1076447,,,,,
"Any[""Trial-945_PCM-1"", ""Trial-945_PCM-2"", ""Trial-945_PCM-3""]",16.83068517,15.9412558,15.9412558,,,,,
"Any[""Trial-946_PCM-1"", ""Trial-946_PCM-2"", ""Trial-946_PCM-3""]",16.40924366,15.44578764,15.44578764,,,,,
"Any[""Trial-947_PCM-1"", ""Trial-947_PCM-2"", ""Trial-947_PCM-3""]",14.66064755,13.78059545,13.78059545,,,,,
"Any[""Trial-948_PCM-1"", ""Trial-948_PCM-2"", ""Trial-948_PCM-3""]",19.76565392,19.76565392,21.23654933,,,,,
"Any[""Trial-949_PCM-1"", ""Trial-949_PCM-2"", ""Trial-949_PCM-3""]",15.39230736,15.39230736,17.57778561,,,,,
"Any[""Trial-950_PCM-1"", ""Trial-950_PCM-2"", ""Trial-950_PCM-3""]",16.77077834,16.2998437,16.2998437,,,,,
"Any[""Trial-951_PCM-1"", ""Trial-951_PCM-2"", ""Trial-951_PCM-3""]",11.70695641,11.70695641,12.17808817,,,,,
"Any[""Trial-952_PCM-1"", ""Trial-952_PCM-2"", ""Trial-952_PCM-3""]",10.47375114,10.47375114,10.47375145,,,,,
"Any[""Trial-953_PCM-1"", ""Trial-953_PCM-2"", ""Trial-953_PCM-3""]",19.19786922,18.90022402,18.90022402,,,,,
"Any[""Trial-954_PCM-1"", ""Trial-954_PCM-2"", ""Trial-954_PCM-3""]",13.21613449,13.21613449,13.94542027,,,,,
"Any[""Trial-955_PCM-1"", ""Trial-955_PCM-2"", ""Trial-955_PCM-3""]",10.64843316,10.64843316,11.1490853,,,,,
"Any[""Trial-956_PCM-1"", ""Trial-956_PCM-2"", ""Trial-956_PCM-3""]",18.85861252,18.85861252,19.22682428,,,,,
"Any[""Trial-957_PCM-1"", ""Trial-957_PCM-2"", ""Trial-957_PCM-3""]",13.52072333,13.52072333,13.93330689,,,,,
"Any[""Trial-958_PCM-1"", ""Trial-958_PCM-2"", ""Trial-958_PCM-3""]",11.50779353,11.50779353,11.50779387,,,,,
"Any[""Trial-959_PCM-1"", ""Trial-959_PCM-2"", ""Trial-959_PCM-3""]",20.45891604,20.08909129,20.08909129,,,,,
"Any[""Trial-960_PCM-1"", ""Trial-960_PCM-2"", ""Trial-960_PCM-3""]",11.25364316,11.25364316,11.67508449,,,,,
"Any[""Trial-961_PCM-1"", ""Trial-961_PCM-2"", ""Trial-961_PCM-3""]",14.5201536,14.5201536,15.41272824,,,,,
